BEAM_LOG:{"turn":103,"beam_width_limit":3900,"beam_width":3900,"candidates":13076,"hash_dedup":3742,"pruned":3102,"unique_parents":2502,"best":-1252,"worst":-1221,"mean":-1228.466154,"std":5.896816,"elapsed":0.139381}
BEAM_LOG:{"turn":104,"beam_width_limit":3900,"beam_width":3900,"candidates":13229,"hash_dedup":3870,"pruned":3107,"unique_parents":2500,"best":-1264,"worst":-1233,"mean":-1240.823333,"std":5.746198,"elapsed":0.141021}
BEAM_LOG:{"turn":105,"beam_width_limit":3900,"beam_width":3900,"candidates":13282,"hash_dedup":4014,"pruned":3023,"unique_parents":2479,"best":-1276,"worst":-1245,"mean":-1252.931538,"std":5.670633,"elapsed":0.142490}
BEAM_LOG:{"turn":106,"beam_width_limit":3900,"beam_width":3900,"candidates":13280,"hash_dedup":4031,"pruned":2936,"unique_parents":2534,"best":-1290,"worst":-1257,"mean":-1264.991026,"std":5.676914,"elapsed":0.143973}
BEAM_LOG:{"turn":107,"beam_width_limit":3900,"beam_width":3900,"candidates":13280,"hash_dedup":4045,"pruned":2880,"unique_parents":2535,"best":-1303,"worst":-1269,"mean":-1277.042308,"std":5.816599,"elapsed":0.145503}
BEAM_LOG:{"turn":108,"beam_width_limit":3900,"beam_width":3900,"candidates":13207,"hash_dedup":4143,"pruned":2694,"unique_parents":2532,"best":-1314,"worst":-1281,"mean":-1288.939744,"std":5.753056,"elapsed":0.147012}
BEAM_LOG:{"turn":109,"beam_width_limit":3900,"beam_width":3900,"candidates":13223,"hash_dedup":4085,"pruned":2791,"unique_parents":2517,"best":-1328,"worst":-1293,"mean":-1300.808462,"std":5.901932,"elapsed":0.148565}
BEAM_LOG:{"turn":110,"beam_width_limit":3900,"beam_width":3900,"candidates":13198,"hash_dedup":4069,"pruned":2808,"unique_parents":2492,"best":-1338,"worst":-1305,"mean":-1312.736410,"std":6.052400,"elapsed":0.150549}
BEAM_LOG:{"turn":111,"beam_width_limit":3900,"beam_width":3900,"candidates":13215,"hash_dedup":3981,"pruned":2815,"unique_parents":2501,"best":-1351,"worst":-1317,"mean":-1324.804359,"std":6.189854,"elapsed":0.152513}
BEAM_LOG:{"turn":112,"beam_width_limit":3900,"beam_width":3900,"candidates":13157,"hash_dedup":3888,"pruned":2767,"unique_parents":2519,"best":-1362,"worst":-1329,"mean":-1336.884359,"std":6.135998,"elapsed":0.154450}
BEAM_LOG:{"turn":113,"beam_width_limit":3900,"beam_width":3900,"candidates":13124,"hash_dedup":3860,"pruned":2709,"unique_parents":2509,"best":-1380,"worst":-1341,"mean":-1348.830256,"std":6.012927,"elapsed":0.156428}
BEAM_LOG:{"turn":114,"beam_width_limit":3900,"beam_width":3900,"candidates":13077,"hash_dedup":3847,"pruned":2640,"unique_parents":2509,"best":-1390,"worst":-1352,"mean":-1360.582821,"std":6.021165,"elapsed":0.158362}
BEAM_LOG:{"turn":115,"beam_width_limit":3900,"beam_width":3900,"candidates":13096,"hash_dedup":3721,"pruned":2874,"unique_parents":2489,"best":-1395,"worst":-1364,"mean":-1372.404872,"std":5.891535,"elapsed":0.160311}
BEAM_LOG:{"turn":116,"beam_width_limit":3900,"beam_width":3900,"candidates":12957,"hash_dedup":3615,"pruned":2771,"unique_parents":2469,"best":-1406,"worst":-1376,"mean":-1384.175128,"std":5.825967,"elapsed":0.162247}
BEAM_LOG:{"turn":117,"beam_width_limit":3900,"beam_width":3900,"candidates":12962,"hash_dedup":3583,"pruned":2999,"unique_parents":2515,"best":-1420,"worst":-1388,"mean":-1395.893846,"std":5.832536,"elapsed":0.164129}
